
total: 10303, max: 827
1 1 129 460 14 (P,1,1,2,0,32)(P,3,2,4,0,49)(P,75,4,69,0,124)(P,0,69,69,0,124)(S,73,69,58,32,156)(P,0,58,58,32,156)(S,65,58,60,65,189)(P,0,60,60,65,189)(S,66,60,61,104,228)(P,66,61,60,104,267)(P,65,60,58,104,300)(P,0,58,58,104,300)(S,63,58,59,129,325)(D,0,1,1,129,460)
1 2 132 827 17 (P,1,1,2,0,32)(P,3,2,4,0,49)(P,75,4,69,0,124)(P,73,69,58,0,156)(P,62,58,57,0,234)(P,61,57,42,0,248)(P,0,42,41,0,266)(P,0,41,40,0,275)(P,42,40,39,0,280)(P,41,39,37,0,301)(P,0,37,37,0,301)(S,39,37,33,75,376)(P,0,33,33,75,376)(S,38,33,36,102,403)(P,38,36,33,102,430)(P,0,33,33,102,430)(S,35,33,32,132,460)(D,0,1,1,132,827)
1 3 133 822 30 (P,1,1,2,0,32)(P,3,2,4,0,49)(P,4,4,5,0,105)(P,6,5,7,0,111)(P,7,7,8,0,129)(P,8,8,9,0,155)(P,9,9,10,0,175)(P,55,10,11,0,187)(P,10,11,12,0,219)(P,0,12,76,0,226)(P,0,76,76,0,226)(S,83,76,20,8,234)(P,0,20,20,8,234)(S,19,20,18,29,255)(P,81,18,72,29,347)(P,0,72,72,29,347)(S,77,72,71,35,353)(P,0,71,71,35,353)(S,76,71,70,91,409)(P,76,70,71,91,465)(P,0,71,71,91,465)(S,78,71,73,96,470)(P,0,73,73,96,470)(S,79,73,72,101,475)(P,81,72,18,101,567)(P,19,18,20,101,588)(P,83,20,76,101,596)(P,0,76,12,101,603)(P,0,12,12,101,603)(S,10,12,11,133,635)(D,0,1,1,133,822)
1 4 129 820 12 (P,1,1,2,0,32)(P,3,2,4,0,49)(P,75,4,69,0,124)(P,73,69,58,0,156)(P,62,58,57,0,234)(P,61,57,42,0,248)(P,0,42,41,0,266)(P,44,41,35,0,281)(P,0,35,35,0,281)(S,37,35,32,86,367)(P,0,32,32,86,367)(S,36,32,34,129,410)(D,0,1,1,129,820)
1 5 135 781 24 (P,1,1,2,0,32)(P,3,2,4,0,49)(P,75,4,69,0,124)(P,73,69,58,0,156)(P,62,58,57,0,234)(P,0,57,57,0,234)(S,61,57,42,14,248)(P,0,42,41,14,266)(P,44,41,35,14,281)(P,37,35,32,14,367)(P,0,32,32,14,367)(S,34,32,31,72,425)(P,0,31,31,72,425)(S,32,31,30,86,439)(P,32,30,31,86,453)(P,0,31,31,86,453)(S,33,31,23,126,493)(P,82,23,75,126,510)(P,22,75,22,126,534)(P,21,22,21,126,551)(P,86,21,51,126,553)(P,53,51,49,126,563)(P,0,49,49,126,563)(S,51,49,47,135,572)(D,0,1,1,135,781)
1 6 135 754 19 (P,1,1,2,0,32)(P,3,2,4,0,49)(P,4,4,5,0,105)(P,6,5,7,0,111)(P,0,7,7,0,111)(S,7,7,8,18,129)(P,8,8,9,18,155)(P,9,9,10,18,175)(P,55,10,11,18,187)(P,10,11,12,18,219)(P,0,12,76,18,226)(P,83,76,20,18,234)(P,19,20,18,18,255)(P,0,18,18,18,255)(S,81,18,72,110,347)(P,79,72,73,110,352)(P,80,73,74,110,377)(P,0,74,74,110,377)(S,80,74,73,135,402)(D,0,1,1,135,754)
1 7 135 678 29 (P,1,1,2,0,32)(P,3,2,4,0,49)(P,75,4,69,0,124)(P,74,69,59,0,135)(P,87,59,44,0,163)(P,0,44,44,0,163)(S,48,44,46,13,176)(P,49,46,47,13,209)(P,51,47,49,13,218)(P,52,49,50,13,226)(P,0,50,50,13,226)(S,54,50,52,15,228)(P,0,52,52,15,228)(S,56,52,53,19,232)(P,0,53,53,19,232)(S,58,53,24,43,256)(P,24,24,25,43,283)(P,0,25,25,43,283)(S,31,25,29,70,310)(P,0,29,29,70,310)(S,30,29,28,86,326)(P,0,28,28,86,326)(S,29,28,26,104,344)(P,0,26,26,104,344)(S,28,26,27,119,359)(P,28,27,26,119,374)(P,26,26,25,119,391)(P,0,25,25,119,391)(S,25,25,75,135,407)(D,0,1,1,135,678)
1 8 135 694 22 (P,1,1,2,0,32)(P,0,2,2,0,32)(S,2,2,3,14,46)(P,2,3,2,14,60)(P,3,2,4,14,77)(P,75,4,69,14,152)(P,73,69,58,14,184)(P,65,58,60,14,217)(P,67,60,62,14,240)(P,0,62,62,14,240)(S,71,62,66,30,256)(P,0,66,66,30,256)(S,72,66,68,75,301)(P,72,68,66,75,346)(P,71,66,62,75,362)(P,0,62,62,75,362)(S,68,62,63,105,392)(P,0,63,63,105,392)(S,69,63,64,114,401)(P,69,64,63,114,410)(P,0,63,63,114,410)(S,70,63,65,135,431)(D,0,1,1,135,694)
1 9 134 630 22 (P,1,1,2,0,32)(P,3,2,4,0,49)(P,75,4,69,0,124)(P,74,69,59,0,135)(P,87,59,44,0,163)(P,48,44,46,0,176)(P,49,46,47,0,209)(P,0,47,47,0,209)(S,50,47,48,10,219)(P,50,48,47,10,229)(P,51,47,49,10,238)(P,0,49,49,10,238)(S,52,49,50,18,246)(P,0,50,50,18,246)(S,59,50,19,48,276)(P,0,19,19,48,276)(S,17,19,18,89,317)(P,0,18,18,89,317)(S,16,18,15,127,355)(P,0,15,14,127,362)(P,0,14,14,127,362)(S,13,14,13,134,369)(D,0,1,1,134,630)
1 10 134 626 20 (P,1,1,2,0,32)(P,3,2,4,0,49)(P,75,4,69,0,124)(P,73,69,58,0,156)(P,0,58,58,0,156)(S,62,58,57,78,234)(P,61,57,42,78,248)(P,0,42,41,78,266)(P,0,41,41,78,266)(S,44,41,35,93,281)(P,0,35,35,93,281)(S,43,35,39,100,288)(P,0,39,39,100,288)(S,41,39,37,121,309)(P,0,37,37,121,309)(S,40,37,38,129,317)(P,40,38,37,129,325)(P,41,37,39,129,346)(P,0,39,39,129,346)(S,42,39,40,134,351)(D,0,1,1,134,626)
