
total: 13223, max: 1043
1 1 158 1040 34 (P,119,1,116,0,18)(P,120,116,117,0,37)(P,123,117,119,0,61)(P,0,119,120,0,75)(P,0,120,121,0,91)(P,0,121,122,0,99)(P,0,122,87,0,114)(P,94,87,86,0,118)(P,93,86,85,0,138)(P,92,85,84,0,148)(P,90,84,82,0,161)(P,87,82,80,0,177)(P,84,80,79,0,189)(P,83,79,78,0,201)(P,82,78,77,0,216)(P,81,77,46,0,232)(P,44,46,43,0,237)(P,39,43,44,0,268)(P,40,44,45,0,282)(P,41,45,34,0,286)(P,25,34,139,0,335)(P,45,139,33,0,348)(P,24,33,11,0,372)(P,5,11,12,0,397)(P,0,12,12,0,397)(S,10,12,20,34,431)(P,0,20,20,34,431)(S,11,20,21,92,489)(P,0,21,23,92,544)(P,0,23,23,92,544)(S,14,23,24,148,600)(P,0,24,24,148,600)(S,15,24,25,158,610)(D,0,1,1,158,1040)
1 2 160 1043 40 (P,119,1,116,0,18)(P,120,116,117,0,37)(P,123,117,119,0,61)(P,0,119,120,0,75)(P,0,120,121,0,91)(P,0,121,122,0,99)(P,0,122,87,0,114)(P,94,87,86,0,118)(P,93,86,85,0,138)(P,92,85,84,0,148)(P,90,84,82,0,161)(P,87,82,80,0,177)(P,84,80,79,0,189)(P,83,79,78,0,201)(P,82,78,77,0,216)(P,81,77,46,0,232)(P,44,46,43,0,237)(P,39,43,44,0,268)(P,40,44,45,0,282)(P,0,45,45,0,282)(S,41,45,34,4,286)(P,25,34,139,4,335)(P,45,139,33,4,348)(P,23,33,29,4,400)(P,0,29,29,4,400)(S,19,29,28,9,405)(P,20,28,30,9,410)(P,0,30,30,9,410)(S,21,30,31,50,451)(P,0,31,26,50,463)(P,0,26,26,50,463)(S,16,26,25,98,511)(P,0,25,25,98,511)(S,17,25,27,117,530)(P,17,27,25,117,549)(P,15,25,24,117,559)(P,0,24,24,117,559)(S,13,24,20,150,592)(P,0,20,20,150,592)(S,12,20,22,160,602)(D,0,1,1,160,1043)
1 3 159 1005 38 (P,119,1,116,0,18)(P,120,116,117,0,37)(P,123,117,119,0,61)(P,0,119,120,0,75)(P,0,120,121,0,91)(P,0,121,122,0,99)(P,0,122,87,0,114)(P,94,87,86,0,118)(P,93,86,85,0,138)(P,92,85,84,0,148)(P,90,84,82,0,161)(P,87,82,80,0,177)(P,0,80,80,0,177)(S,86,80,81,10,187)(P,85,81,79,10,196)(P,83,79,78,10,208)(P,82,78,77,10,223)(P,81,77,46,10,239)(P,44,46,43,10,244)(P,39,43,44,10,275)(P,40,44,45,10,289)(P,41,45,34,10,293)(P,25,34,139,10,342)(P,45,139,33,10,355)(P,24,33,11,10,379)(P,0,11,11,10,379)(S,4,11,8,58,427)(P,0,8,8,58,427)(S,2,8,6,68,437)(P,0,6,6,68,437)(S,1,6,5,94,463)(P,1,5,6,94,489)(P,2,6,8,94,499)(P,0,8,8,94,499)(S,3,8,9,131,536)(P,0,9,10,131,548)(P,0,10,10,131,548)(S,9,10,19,159,576)(D,0,1,1,159,1005)
1 4 154 899 36 (P,119,1,116,0,18)(P,120,116,117,0,37)(P,123,117,119,0,61)(P,0,119,120,0,75)(P,0,120,121,0,91)(P,0,121,122,0,99)(P,0,122,87,0,114)(P,94,87,86,0,118)(P,93,86,85,0,138)(P,92,85,84,0,148)(P,90,84,82,0,161)(P,87,82,80,0,177)(P,84,80,79,0,189)(P,83,79,78,0,201)(P,82,78,77,0,216)(P,81,77,46,0,232)(P,44,46,43,0,237)(P,39,43,44,0,268)(P,40,44,45,0,282)(P,41,45,34,0,286)(P,25,34,139,0,335)(P,0,139,139,0,335)(S,45,139,33,13,348)(P,0,33,33,13,348)(S,23,33,29,65,400)(P,19,29,28,65,405)(P,0,28,28,65,405)(S,20,28,30,70,410)(P,0,30,30,70,410)(S,22,30,32,98,438)(P,22,32,30,98,466)(P,20,30,28,98,471)(P,0,28,28,98,471)(S,18,28,27,104,477)(P,0,27,27,104,477)(S,146,27,11,154,527)(D,0,1,1,154,899)
1 5 154 878 35 (P,119,1,116,0,18)(P,120,116,117,0,37)(P,123,117,119,0,61)(P,0,119,120,0,75)(P,0,120,121,0,91)(P,0,121,122,0,99)(P,0,122,87,0,114)(P,94,87,86,0,118)(P,93,86,85,0,138)(P,92,85,84,0,148)(P,90,84,82,0,161)(P,87,82,80,0,177)(P,84,80,79,0,189)(P,83,79,78,0,201)(P,82,78,77,0,216)(P,81,77,46,0,232)(P,44,46,43,0,237)(P,39,43,44,0,268)(P,0,44,44,0,268)(S,40,44,45,14,282)(P,41,45,34,14,286)(P,0,34,34,14,286)(S,25,34,139,63,335)(P,45,139,33,63,348)(P,0,33,33,63,348)(S,24,33,11,87,372)(P,0,11,11,87,372)(S,5,11,12,112,397)(P,0,12,12,112,397)(S,6,12,13,124,409)(P,0,13,13,124,409)(S,8,13,16,136,421)(P,8,16,13,136,433)(P,0,13,13,136,433)(S,7,13,14,154,451)(D,0,1,1,154,878)
1 6 158 722 27 (P,119,1,116,0,18)(P,120,116,117,0,37)(P,123,117,119,0,61)(P,0,119,120,0,75)(P,0,120,121,0,91)(P,0,121,122,0,99)(P,0,122,87,0,114)(P,94,87,86,0,118)(P,93,86,85,0,138)(P,92,85,84,0,148)(P,90,84,82,0,161)(P,87,82,80,0,177)(P,84,80,79,0,189)(P,83,79,78,0,201)(P,82,78,77,0,216)(P,81,77,46,0,232)(P,44,46,43,0,237)(P,39,43,44,0,268)(P,40,44,45,0,282)(P,41,45,34,0,286)(P,0,34,34,0,286)(S,26,34,35,59,345)(P,27,35,36,59,349)(P,30,36,38,59,374)(P,34,38,41,59,384)(P,0,41,41,59,384)(S,35,41,47,158,483)(D,0,1,1,158,722)
1 7 159 705 35 (P,119,1,116,0,18)(P,120,116,117,0,37)(P,122,117,118,0,86)(P,0,118,91,0,121)(P,0,91,90,0,128)(P,0,90,68,0,195)(P,68,68,67,0,204)(P,0,67,67,0,204)(S,69,67,69,4,208)(P,70,69,70,4,216)(P,147,70,58,4,227)(P,56,58,59,4,267)(P,0,59,59,4,267)(S,60,59,61,35,298)(P,0,61,61,35,298)(S,61,61,49,48,311)(P,0,49,49,48,311)(S,46,49,48,58,321)(P,0,48,48,58,321)(S,47,48,50,66,329)(P,0,50,50,66,329)(S,48,50,51,96,359)(P,0,51,52,96,371)(P,0,52,52,96,371)(S,49,52,53,108,383)(P,0,53,53,108,383)(S,50,53,140,132,407)(P,0,140,140,132,407)(S,144,140,55,146,421)(P,0,55,55,146,421)(S,53,55,56,150,425)(P,0,56,65,150,455)(P,65,65,64,150,470)(P,0,64,64,150,470)(S,64,64,63,159,479)(D,0,1,1,159,705)
1 8 160 693 26 (P,119,1,116,0,18)(P,120,116,117,0,37)(P,122,117,118,0,86)(P,0,118,91,0,121)(P,0,91,90,0,128)(P,0,90,68,0,195)(P,68,68,67,0,204)(P,69,67,69,0,208)(P,70,69,70,0,216)(P,147,70,58,0,227)(P,0,58,58,0,227)(S,56,58,59,40,267)(P,0,59,59,40,267)(S,57,59,60,58,285)(P,0,60,60,58,285)(S,58,60,45,73,300)(P,58,45,60,73,315)(P,0,60,60,73,315)(S,59,60,61,108,350)(P,61,61,49,108,363)(P,0,49,49,108,363)(S,51,49,140,132,387)(P,0,140,140,132,387)(S,145,140,54,150,405)(P,0,54,54,150,405)(S,52,54,55,160,415)(D,0,1,1,160,693)
1 9 160 657 41 (P,119,1,116,0,18)(P,120,116,117,0,37)(P,123,117,119,0,61)(P,0,119,120,0,75)(P,0,120,121,0,91)(P,0,121,122,0,99)(P,0,122,87,0,114)(P,94,87,86,0,118)(P,93,86,85,0,138)(P,92,85,84,0,148)(P,90,84,82,0,161)(P,0,82,82,0,161)(S,88,82,83,10,171)(P,89,83,81,10,188)(P,85,81,79,10,197)(P,83,79,78,10,209)(P,82,78,77,10,224)(P,81,77,46,10,240)(P,0,46,46,10,240)(S,44,46,43,15,245)(P,0,43,43,15,245)(S,38,43,37,31,261)(P,0,37,37,31,261)(S,29,37,36,51,281)(P,0,36,36,51,281)(S,30,36,38,76,306)(P,0,38,38,76,306)(S,34,38,41,86,316)(P,0,41,41,86,316)(S,33,41,40,98,328)(P,0,40,40,98,328)(S,32,40,39,116,346)(P,0,39,39,116,346)(S,31,39,38,122,352)(P,30,38,36,122,377)(P,0,36,36,122,377)(S,27,36,35,126,381)(P,0,35,35,126,381)(S,28,35,37,143,398)(P,0,37,37,143,398)(S,36,37,42,160,415)(D,0,1,1,160,657)
1 10 160 570 27 (P,119,1,116,0,18)(P,0,116,115,0,28)(P,0,115,114,0,64)(P,118,114,113,0,76)(P,116,113,112,0,80)(P,115,112,107,0,93)(P,108,107,106,0,121)(P,0,106,106,0,121)(S,107,106,105,15,136)(P,106,105,104,15,142)(P,0,104,104,15,142)(S,105,104,102,36,163)(P,0,102,101,36,180)(P,0,101,94,36,184)(P,0,94,93,36,201)(P,0,93,93,36,201)(S,98,93,63,61,226)(P,0,63,63,61,226)(S,63,63,62,68,233)(P,62,62,57,68,247)(P,0,57,57,68,247)(S,54,57,56,117,296)(P,0,56,65,117,326)(P,0,65,65,117,326)(S,65,65,64,132,341)(P,0,64,64,132,341)(S,97,64,93,160,369)(D,0,1,1,160,570)
