1 1 27 38 12 (D,0,1,1,0,0)(S,5,1,24,1,6)(P,0,24,24,1,6)(S,42,24,23,10,11)(P,0,23,23,10,11)(S,38,23,21,16,18)(P,34,21,18,16,20)(P,0,18,18,16,20)(S,35,18,25,23,23)(P,0,25,25,23,23)(S,41,25,22,27,26)(D,0,1,1,27,38)
1 2 27 44 11 (D,0,1,1,0,0)(P,3,1,17,0,5)(P,0,17,17,0,5)(S,33,17,16,1,14)(P,0,16,16,1,14)(S,27,16,14,4,23)(P,0,14,14,4,23)(S,30,14,21,9,28)(P,0,21,21,9,28)(S,34,21,18,18,30)(P,0,18,18,18,30)(S,28,18,14,27,32)(D,0,1,1,27,44)
1 3 27 44 18 (D,0,1,1,0,0)(P,7,1,2,0,3)(P,8,2,12,0,4)(P,0,12,12,0,4)(S,24,12,13,2,8)(P,0,13,13,2,8)(S,25,13,14,3,12)(P,0,14,14,3,12)(S,29,14,20,8,17)(P,36,20,21,8,18)(P,0,21,21,8,18)(S,37,21,22,10,26)(P,0,22,22,10,26)(S,40,22,23,16,27)(P,0,23,23,16,27)(S,43,23,26,18,30)(P,46,26,27,18,33)(P,0,27,27,18,33)(S,44,27,24,27,38)(D,0,1,1,27,44)
1 4 25 40 9 (D,0,1,1,0,0)(P,1,1,3,0,7)(P,0,3,3,0,7)(S,11,3,8,8,13)(P,0,8,8,8,13)(S,18,8,6,12,19)(P,0,6,6,12,19)(S,13,6,4,21,26)(P,0,4,4,21,26)(S,14,4,10,25,27)(D,0,1,1,25,40)
1 5 27 39 12 (D,0,1,1,0,0)(S,6,1,27,4,7)(P,0,27,27,4,7)(S,46,27,26,12,10)(P,0,26,26,12,10)(S,45,26,25,13,14)(P,0,25,25,13,14)(S,39,25,21,17,22)(P,0,21,21,17,22)(S,36,21,20,25,23)(P,0,20,20,25,23)(S,32,20,15,27,31)(D,0,1,1,27,39)
1 6 24 38 11 (D,0,1,1,0,0)(P,1,1,3,0,7)(P,0,3,3,0,7)(S,10,3,6,3,11)(P,0,6,6,3,11)(S,17,6,7,4,14)(P,0,7,7,4,14)(S,21,7,11,11,20)(P,0,11,11,11,20)(S,23,11,10,16,25)(P,0,10,10,16,25)(S,20,10,6,24,27)(D,0,1,1,24,38)
1 7 26 38 11 (D,0,1,1,0,0)(P,1,1,3,0,7)(P,11,3,8,0,13)(P,0,8,8,0,13)(S,22,8,9,5,19)(P,16,9,5,5,22)(P,0,5,5,5,22)(S,12,5,4,14,24)(P,0,4,4,14,24)(S,9,4,3,18,31)(P,0,3,3,18,31)(S,1,3,1,26,38)(D,0,1,1,26,38)
1 8 21 33 8 (D,0,1,1,0,0)(P,1,1,3,0,7)(P,10,3,6,0,11)(P,0,6,6,0,11)(S,19,6,9,9,17)(P,0,9,9,9,17)(S,16,9,5,12,20)(P,0,5,5,12,20)(S,15,5,6,21,22)(D,0,1,1,21,33)
1 9 27 24 9 (D,0,1,1,0,0)(S,2,1,15,5,8)(P,0,15,15,5,8)(S,26,15,13,12,12)(P,26,13,15,12,16)(P,0,15,15,12,16)(S,31,15,17,19,19)(P,0,17,17,19,19)(S,3,17,1,27,24)(D,0,1,1,27,24)
1 10 18 10 8 (D,0,1,1,0,0)(S,7,1,2,2,3)(P,0,2,2,2,3)(S,8,2,12,11,4)(P,8,12,2,11,5)(P,7,2,1,11,8)(P,0,1,1,11,8)(S,4,1,19,18,9)(D,0,1,1,18,10)
